trace1;I c
trace1;4
trace1;0
trace1;3
trace1;0
trace1;0
trace1;1
trace1;1
trace1;3
trace1;1
trace1;0
trace1;4
trace1;3
trace1;1
trace1;1
trace1;3
trace1;1
trace1;4
trace1;1
trace1;4
trace1;3
trace1;4
trace1;3
trace1;2
trace1;2
trace1;4
trace1;0
trace1;3
trace1;3
trace1;2
trace1;4
trace1;0
trace1;3
trace1;3
trace1;4
trace1;0
trace1;2
trace1;4
trace1;3
trace1;1
trace1;4
trace1;4
trace1;3
trace1;0
trace1;4
trace1;0
trace1;0
trace1;3
trace1;0
trace1;3
trace1;3
trace1;0
trace1;4
trace1;3
trace1;4
trace1;0
trace1;3
trace1;3
trace1;2
trace1;0
trace1;4
trace1;2
trace1;1
trace1;0
trace1;2
trace1;2
trace1;2
trace1;1
trace1;2
trace1;2
trace1;4
trace1;4
trace1;2
trace1;2
trace1;4
trace1;2
trace1;4
trace1;3
trace1;3
trace1;2
trace1;1
trace1;0
trace1;4
trace1;4
trace1;4
trace1;2
trace1;3
trace1;1
trace1;0
trace1;3
trace1;1
trace1;2
trace1;2
trace1;2
trace1;1
trace1;1
trace1;4
trace1;1
trace1;4
trace1;1
trace1;2
