trace1;I x;I y
trace1;3316.0;8.106514516255185
trace1;9436.0;9.152287440527566
trace1;3913.0;8.272059622210412
trace1;8516.0;9.049702026013371
trace1;7202.0;8.882114044208821
trace1;53.0;3.970291913552122
trace1;6315.0;8.750683034784592
trace1;2926.0;7.98139158158007
trace1;3918.0;8.273336598504486
trace1;6582.0;8.792093929503284
trace1;1541.0;7.340186835320115
trace1;1789.0;7.489412083508719
trace1;5950.0;8.691146498539675
trace1;173.0;5.153291594497779
trace1;4489.0;8.409385238781931
trace1;5532.0;8.61830469278465
trace1;1307.0;7.175489713624222
trace1;8791.0;9.081483749851179
trace1;2307.0;7.7437032581737535
trace1;6779.0;8.821584877430965
trace1;7769.0;8.95789673495042
trace1;3264.0;8.090708716083997
trace1;5864.0;8.676587243566487
trace1;876.0;6.775366090936392
trace1;1163.0;7.0587581525186645
trace1;5521.0;8.616314282284044
trace1;1810.0;7.501082124259871
trace1;39.0;3.6635616461296463
trace1;674.0;6.513230110912307
trace1;8657.0;9.066123521215774
trace1;3456.0;8.147867129923947
trace1;4138.0;8.327967858305488
trace1;7152.0;8.87514731685335
trace1;3786.0;8.239065331769268
trace1;2867.0;7.96102146588337
trace1;594.0;6.386879319362645
trace1;2171.0;7.682943169878292
trace1;4319.0;8.3707791729607
trace1;6506.0;8.780480107033297
trace1;1442.0;7.273786317844895
trace1;663.0;6.4967749901858625
trace1;9992.0;9.209540051805414
trace1;2558.0;7.846980982138788
trace1;4800.0;8.476371196895983
trace1;5629.0;8.635687085464026
trace1;5488.0;8.610319169405722
trace1;3022.0;8.013674142832684
trace1;1764.0;7.475339236566737
trace1;529.0;6.270988431858299
trace1;9107.0;9.11679862756782
trace1;4238.0;8.351846738828245
trace1;8544.0;9.052984561199976
trace1;4399.0;8.389132521348719
trace1;9686.0;9.178436822963175
trace1;1361.0;7.215975002651466
trace1;4422.0;8.394347361417392
trace1;7981.0;8.984818995876008
trace1;8602.0;9.059750013343681
trace1;1433.0;7.267525427828172
trace1;8845.0;9.087607606593886
trace1;6877.0;8.835937789319836
trace1;4961.0;8.509362612301048
trace1;2211.0;7.701200180857446
trace1;3617.0;8.193400231952097
trace1;5918.0;8.685753832960154
trace1;6586.0;8.792701462936309
trace1;5214.0;8.559102594493448
trace1;2653.0;7.88344635413774
trace1;8967.0;9.101306450952048
trace1;5075.0;8.532081803909987
trace1;460.0;6.131226489483141
trace1;6948.0;8.846209127360996
trace1;9449.0;9.153664194782626
trace1;242.0;5.488937726156687
trace1;1407.0;7.249215057114389
trace1;5018.0;8.520786726926367
trace1;433.0;6.07073772800249
trace1;3904.0;8.269756947532983
trace1;2513.0;7.829232537543592
trace1;4112.0;8.321664807135
trace1;5746.0;8.656259239539235
trace1;5076.0;8.532278828834277
trace1;4872.0;8.491259809389733
trace1;4686.0;8.452334619067742
trace1;8790.0;9.081369990679223
trace1;3083.0;8.03365842788615
trace1;7473.0;8.91905180393029
trace1;9903.0;9.200593020521303
trace1;9041.0;9.109525066737367
trace1;684.0;6.52795791762255
trace1;8596.0;9.059052257762401
trace1;175.0;5.1647859739235145
trace1;8018.0;8.989444293202451
trace1;2243.0;7.715569534520208
trace1;9957.0;9.206031100388085
trace1;2875.0;7.963807953231451
trace1;3124.0;8.046869510959576
trace1;5737.0;8.654691704601872
trace1;6719.0;8.81269461292015
trace1;8212.0;9.013351778138825
