trace1;I x
trace1;22
trace1;112
trace1;36
trace1;26
trace1;142
trace1;164
trace1;72
trace1;152
trace1;74
trace1;100
trace1;38
trace1;118
trace1;148
trace1;122
trace1;194
trace1;58
trace1;12
trace1;136
trace1;114
trace1;98
trace1;162
trace1;160
trace1;88
trace1;182
trace1;132
trace1;50
trace1;158
trace1;60
trace1;110
trace1;152
trace1;124
trace1;60
trace1;154
trace1;44
trace1;128
trace1;132
trace1;126
trace1;70
trace1;172
trace1;150
trace1;84
trace1;142
trace1;172
trace1;182
trace1;8
trace1;64
trace1;124
trace1;44
trace1;108
trace1;146
trace1;98
trace1;200
trace1;0
trace1;130
trace1;0
trace1;182
trace1;22
trace1;174
trace1;102
trace1;102
trace1;182
trace1;0
trace1;44
trace1;112
trace1;32
trace1;134
trace1;40
trace1;146
trace1;48
trace1;146
trace1;38
trace1;60
trace1;188
trace1;166
trace1;164
trace1;152
trace1;178
trace1;18
trace1;66
trace1;10
trace1;192
trace1;146
trace1;182
trace1;54
trace1;28
trace1;154
trace1;164
trace1;102
trace1;48
trace1;168
trace1;56
trace1;116
trace1;20
trace1;142
trace1;182
trace1;176
trace1;148
trace1;48
trace1;154
trace1;128
